transaction_id,customer_id,order_id,receipt_invoice,transaction_method,transaction_date
637570,21897247,39498128,zjQ-62975377,Credit Card,25/08/2020
506693,99913394,94350377,UYH-42334079,PayPal,22/03/2021
991681,77812298,68092251,IOA-34189467,Bank Transfer,19/09/2020
500950,32250532,42987318,WqA-05733046,PayPal,28/03/2023
861599,31348707,43332047,oIU-27901989,PayPal,06/02/2020
438331,25393789,47534798,IEd-98660833,Bank Transfer,06/12/2020
243466,59090891,23748743,lno-99311193,PayPal,20/12/2021
226274,97966726,06297463,WKv-15192488,PayPal,06/11/2023
256087,48497452,46035428,xtf-85991681,PayPal,01/03/2022
880739,81988063,47384154,uZE-03783652,Bank Transfer,11/11/2022
508468,32237464,25644207,eMc-89715385,PayPal,27/09/2020
916273,44880543,04635291,bdU-29644580,Credit Card,12/01/2020
945275,26076656,43428244,AFs-36400860,PayPal,31/05/2021
816153,53191501,82941718,tst-04073140,Bank Transfer,27/08/2020
411631,51095335,77130265,UsB-31613732,Bank Transfer,23/11/2020
380113,44140020,98870737,Hrp-62330729,PayPal,18/05/2023
435460,27087845,78421295,LXz-37063178,PayPal,24/04/2020
563024,90404661,36263681,pQk-97218207,PayPal,16/05/2023
702917,78035090,33899405,rwO-72627244,Bank Transfer,02/05/2021
125357,44792920,47341808,flw-25589188,PayPal,18/02/2022
856490,30935197,77379849,tfn-27484057,Credit Card,17/02/2022
154878,82393010,49859207,ZWy-91061925,PayPal,26/08/2022
324972,28884460,69119377,zmo-76851239,PayPal,02/06/2021
703064,58609835,17895266,oPx-24127933,Credit Card,17/10/2023
252382,34535590,03164532,jcu-74808134,Bank Transfer,29/05/2022
822045,52067759,48831743,DnT-14852694,PayPal,10/05/2023
832588,82170465,74310175,OnX-45383162,Bank Transfer,06/04/2020
520870,38859883,42987318,HfC-93769865,Bank Transfer,16/08/2021
417298,12777449,46653527,Qjy-46102782,Bank Transfer,02/02/2020
312395,95775589,80597334,SNy-84591673,PayPal,07/04/2022
418884,07554436,66752529,TRf-76669936,PayPal,10/04/2020
788032,79750363,77532232,Otq-08469708,Bank Transfer,13/12/2023
383957,61996142,15450456,BMp-52211960,Bank Transfer,06/10/2020
624515,54452612,82595833,Hmn-10110835,PayPal,29/03/2020
378926,13855897,65984505,JkB-74924588,Credit Card,07/07/2020
928900,24235055,34757279,Okz-01695144,PayPal,13/02/2023
914773,70464881,08624130,uqw-89649997,Credit Card,09/10/2023
996611,13254145,61342136,qvi-07684255,PayPal,21/11/2023
257177,32646925,56339644,wny-75734447,Credit Card,01/09/2020
917054,16447175,15715192,qwA-63710654,Credit Card,01/08/2022
642760,84286088,60639277,tzA-77420439,PayPal,30/09/2020
525317,10518836,23994514,kfz-87354694,Credit Card,19/10/2022
379365,69489910,47362229,JJp-27981781,PayPal,19/03/2021
280958,76231473,07311941,cBK-37434212,Bank Transfer,10/08/2021
372255,62114637,69520374,KYn-00403377,Credit Card,03/07/2021
770528,27688761,68832251,eaK-86892333,PayPal,12/09/2021
969933,06870729,22822245,wkE-60062265,PayPal,01/03/2023
727439,86704384,94440522,Dux-32246336,Credit Card,21/02/2021
874581,28726330,72006731,QMz-97589583,Bank Transfer,08/11/2020
867216,62498628,03292724,oLF-16529198,Bank Transfer,09/08/2022
784543,09888068,94619520,wIL-40927360,Bank Transfer,15/10/2021
233410,34883090,36724655,Ifi-82470396,PayPal,31/03/2021
637522,62950375,99044916,vxe-52748653,PayPal,05/10/2023
755851,45578251,73939553,diJ-26170209,Credit Card,16/03/2020
360887,03288270,71159365,zkq-72626003,PayPal,16/09/2022
275571,37368733,72825077,hYX-68480992,PayPal,29/02/2020
214853,21236715,06707128,suk-05059117,Bank Transfer,14/09/2023
154906,27794106,20753387,xte-11216229,PayPal,30/07/2021
764639,60304044,61031680,yKp-46138736,Bank Transfer,01/01/2021
326180,01709468,03657457,Weq-83578262,Bank Transfer,16/10/2023
222426,76039819,37727218,SpN-14649283,Bank Transfer,07/07/2023
485063,33717041,70042459,AMs-40771442,Bank Transfer,06/07/2021
109375,77104889,05091675,MuU-27579163,Bank Transfer,09/03/2020
407381,32725697,99068315,Hrp-11195305,PayPal,16/10/2021
751343,69331390,29947055,Swf-66709696,Bank Transfer,03/08/2021
314706,38884396,60601923,vgg-34615395,PayPal,18/01/2023
267270,32848514,88264944,nyi-20752966,Credit Card,29/05/2023
216075,18565163,91003480,Fop-75081617,PayPal,13/02/2022
178948,35825062,72825077,wlI-74372111,PayPal,23/07/2023
459965,83608621,08852925,UZE-80040839,Credit Card,03/10/2023
268058,53918509,33725155,Kri-43870110,Credit Card,14/01/2020
167100,77531061,29702714,ujx-00475439,Credit Card,19/06/2021
272939,49773005,02272205,vfV-87376592,Bank Transfer,13/12/2021
392972,53940651,15450456,sGf-83994757,Bank Transfer,20/11/2021
946517,44306724,53125442,DbD-22425077,PayPal,25/05/2022
857149,94873033,53125442,yzi-36639528,Bank Transfer,30/10/2021
118615,76890288,18671899,mIe-96418069,PayPal,19/01/2020
228234,85813663,46101647,tlt-64335436,Credit Card,07/10/2022
103739,31116331,19269613,RaQ-15773615,Credit Card,28/05/2020
666830,08451778,74207405,czC-82191876,Bank Transfer,05/09/2022
879837,30396214,90847977,GDj-43566523,Credit Card,10/05/2023
198964,12688576,10619062,NYL-31087858,PayPal,01/08/2021
208073,05908642,07496560,VSc-84357485,PayPal,01/08/2021
746823,89868659,28960174,snT-72517805,PayPal,24/05/2022
281003,74211032,17928318,gxj-01283731,Bank Transfer,22/05/2021
310587,56746583,61719139,iyg-76715823,Credit Card,12/10/2022
394518,92462635,52476050,dtu-30937682,Bank Transfer,19/07/2021
997033,32675716,92266461,rVq-36263364,Credit Card,28/07/2023
131658,45050679,96538737,Psh-06399706,Bank Transfer,23/05/2020
300607,12646821,69683405,ZqI-53934300,PayPal,31/10/2023
521450,85239152,65388530,Smu-58247211,Bank Transfer,17/07/2021
587254,47929633,03740401,uUb-73873575,Bank Transfer,02/11/2023
875942,70801038,65984505,upF-47615037,Credit Card,30/08/2022
274952,52280510,65388530,BfQ-22630241,Credit Card,20/07/2020
389401,48096509,59304408,FAe-47265498,Bank Transfer,17/08/2020
409334,92352923,40243953,SpW-32413805,Bank Transfer,16/10/2020
112954,52296648,41854631,GiO-89172063,Credit Card,16/01/2023
425558,87913640,92015999,ici-59630605,Bank Transfer,16/02/2022
206939,70396611,64417318,UaE-74486805,Bank Transfer,07/05/2023
242997,97599633,89330014,IcA-36618266,PayPal,01/04/2022
310946,63594846,61515945,zPc-51926942,PayPal,02/01/2022
189495,45451902,24747793,GDy-00425852,PayPal,09/11/2023
813948,81419339,55177352,zso-78899834,Credit Card,01/09/2022
687454,52443280,28042519,Gdp-12650344,Bank Transfer,05/02/2022
546627,87952514,74506627,zaC-88195301,PayPal,18/09/2023
962687,89107343,43331585,RNu-44640058,Bank Transfer,16/03/2020
752200,62081378,14622950,tMv-43703414,Bank Transfer,24/02/2023
833853,49549238,00915860,rcn-99465099,Credit Card,22/07/2023
381357,72041555,03130129,zAO-69791137,Credit Card,26/04/2021
249163,76453185,63479563,Hvi-83735940,PayPal,03/06/2022
791891,28235579,66165699,Fid-34993815,Bank Transfer,02/05/2023
896497,78987980,02318251,GZC-16324758,Credit Card,14/06/2022
632517,01819017,99362953,yHL-98003005,Bank Transfer,15/04/2023
922343,34541773,52622975,ATi-66411894,Credit Card,13/02/2023
919628,11667858,12309295,ePd-25485920,PayPal,28/01/2020
778304,46505038,27957760,BKy-31526147,Credit Card,21/08/2021
569217,41176178,02937028,cmC-52693625,Bank Transfer,26/09/2020
491540,57942070,17999652,cpB-61405320,PayPal,15/03/2023
904728,21678129,79926851,vxs-35572859,Credit Card,17/08/2022
754512,01356743,56339644,HTa-98758528,Credit Card,31/12/2023
242651,09192158,86202132,oLJ-43663813,Credit Card,08/03/2021
163022,98845902,21772576,Vrc-18369344,PayPal,03/10/2020
217909,91819255,83307369,hzx-12889276,Bank Transfer,12/12/2020
194616,06943178,45371504,lUU-11184660,Bank Transfer,12/12/2021
112040,96864873,66714579,HCg-78474858,Bank Transfer,14/08/2020
172800,41651811,07217206,eoG-97298281,PayPal,29/09/2022
709181,11095643,89366076,Gjp-05791052,PayPal,14/01/2022
908385,42174290,33873644,CZz-53322851,PayPal,20/02/2023
634314,47899684,31440021,obT-29273005,PayPal,28/06/2022
852899,87379579,90282911,CsH-27545695,Credit Card,19/08/2021
732744,43974156,25580213,Nzu-34201998,PayPal,30/09/2023
675451,77153001,44238821,uVP-15761281,PayPal,13/07/2023
234707,53638351,00927844,IIf-28949881,Bank Transfer,17/07/2022
942676,88356916,85055954,Pkz-37665735,Bank Transfer,16/04/2021
199119,76448481,05652967,DBD-26501373,Bank Transfer,10/12/2023
981547,05593847,86179856,kMA-58432683,Bank Transfer,13/04/2023
433190,97457252,87159184,MIc-83357004,Bank Transfer,28/12/2020
900468,55137654,37088534,WHK-19532869,Bank Transfer,10/12/2020
994111,48600811,57701306,ZJT-45734359,Bank Transfer,11/05/2020
484780,64514080,47341808,xyK-34842477,Bank Transfer,15/02/2021
928079,16530932,68832251,OfC-95741259,Credit Card,15/08/2020
960097,24774756,32787468,DzW-92372214,Bank Transfer,16/07/2020
398234,39885749,51211367,xKR-90270119,Credit Card,12/05/2020
799340,09747337,92229152,DDw-25014021,Credit Card,23/09/2020
101203,84006225,96311301,sLr-86091986,Credit Card,18/10/2021
829998,25919325,25569597,QCA-95877460,PayPal,02/10/2022
219248,68751071,45040302,AQS-35880005,Bank Transfer,22/05/2022
354249,31829648,37727218,Sdx-10865342,PayPal,02/06/2023
427395,08514301,46035428,UnR-34500815,Credit Card,18/08/2020
867169,75509144,30723800,QNJ-80658986,PayPal,16/06/2022
469913,43342277,68114479,aXU-75365603,Credit Card,18/03/2023
538326,51956501,07491903,rJt-92410935,PayPal,06/03/2021
670902,21273484,42622752,BeS-55012478,PayPal,28/01/2022
303772,89723035,01395751,fPN-91667900,Credit Card,30/10/2023
115414,94142983,46101647,rBK-80909413,PayPal,03/08/2023
993967,37215685,18382072,wkg-75807186,Bank Transfer,26/02/2022
865909,62735639,16410023,rZg-91429890,Bank Transfer,14/01/2021
478642,91946600,92015999,dIf-36576810,Bank Transfer,09/01/2020
653474,01406034,34736877,val-32341310,PayPal,02/09/2020
821835,25552267,94768144,KFi-41580890,Credit Card,05/05/2023
956655,93821338,69520374,hcA-10183941,Bank Transfer,25/04/2022
291816,71876744,61031680,yiz-59248774,Bank Transfer,08/05/2023
927413,19758720,04757508,uHi-37882158,Credit Card,05/04/2020
846327,52489088,90282911,Xbu-93222673,PayPal,21/08/2020
283827,01625930,94739747,xmL-67573619,Credit Card,09/12/2020
738291,28563328,03314835,lSc-11093030,Credit Card,11/01/2020
399159,64525990,46224293,Fky-34599882,PayPal,18/02/2023
757962,60789098,14050944,fAP-07755444,Credit Card,24/11/2021
261522,42168772,21827097,HRs-31036869,PayPal,13/04/2023
333621,49780503,70106844,tEq-76934870,Bank Transfer,10/07/2020
942503,97575569,61546724,ElA-65542574,Credit Card,10/07/2022
236873,96488025,22822245,Ecr-39867951,Bank Transfer,11/10/2023
528451,54707462,33725155,zMI-77387711,PayPal,04/01/2022
413025,03394053,92872865,WhB-50064674,PayPal,06/07/2020
753454,92295899,90428542,FiP-80017232,Credit Card,12/08/2021
987636,52387418,39357137,xaB-59227404,Credit Card,24/05/2021
481005,42586104,30723800,MhS-34248702,Bank Transfer,05/09/2021
902305,68468807,01165798,GPw-58743856,Credit Card,28/05/2020
627933,88608279,90549822,lTv-86392322,Bank Transfer,19/09/2022
922679,98771511,16236144,ooX-15386680,Bank Transfer,16/07/2020
599684,57700505,30768403,YzL-90270319,Bank Transfer,14/12/2023
418225,85575412,63877063,eXT-02291489,Credit Card,23/09/2022
848151,56035419,03886832,NpC-47903428,Bank Transfer,29/10/2022
223593,90973905,09242788,don-14352061,Bank Transfer,17/06/2022
534879,21622167,82649745,Lqy-37829267,Credit Card,04/11/2023
111658,19705887,89171506,MGg-14009652,PayPal,16/12/2021
349615,27719362,06863842,XXB-89314092,PayPal,28/03/2020
254632,53724486,01752740,Ngd-94595658,Bank Transfer,04/05/2020
754650,94481598,68017216,Lla-42589488,Credit Card,11/01/2021
303852,71435595,65057962,hfZ-40968412,PayPal,06/04/2020
354014,31841376,84935806,NJk-71904766,Bank Transfer,17/06/2022
448703,11984804,89817230,ySL-64101306,PayPal,30/08/2021
496483,19361503,99195991,mal-90291731,Bank Transfer,10/07/2021
436750,37559073,28334912,lwI-20163919,Credit Card,25/08/2021
508279,58178282,84567650,kpa-89009171,PayPal,12/07/2022
594938,21477169,69480862,DcY-09361054,PayPal,25/08/2021
788114,48791143,36973703,JKK-34800956,Bank Transfer,22/05/2023
658513,10163715,80597334,PDe-33933852,PayPal,06/05/2022
705241,05552732,02937028,fMB-98435012,Credit Card,27/11/2020
469044,19283721,29803090,DwI-87676664,Credit Card,04/12/2020
516730,54284631,69952746,FAL-11211803,Credit Card,01/11/2022
409804,12090737,40518613,llC-50777843,Bank Transfer,24/08/2021
948775,30512213,08852925,kwo-99001025,Bank Transfer,19/08/2023
102163,10922253,76494812,Dvq-07468668,PayPal,11/10/2022
625011,41965636,00481988,RXC-08647744,PayPal,28/06/2022
826580,33472584,31351766,UmC-26132502,PayPal,29/11/2021
276920,44231453,98870737,SEO-63428029,Credit Card,21/08/2022
304721,31195608,46653527,Ynp-32242519,Credit Card,13/11/2020
319642,03802680,46861283,tqv-94648788,Bank Transfer,03/08/2023
878924,40787465,42622752,wSZ-42413370,Credit Card,18/02/2021
553103,75250706,87237659,une-88583976,PayPal,21/02/2022
913991,38665889,18948450,vja-18946568,Credit Card,20/04/2021
487870,66833978,38250677,eLR-28350661,Credit Card,28/09/2020
745951,40784315,36101119,QUv-23361762,Credit Card,21/09/2023
233418,70458248,17742849,mrB-19368567,Bank Transfer,27/05/2023
472971,84061889,87590337,Utg-98161763,PayPal,14/01/2021
823136,60969276,65387368,SiY-06232210,PayPal,19/12/2020
201955,87877324,46273789,UMx-46510690,PayPal,03/02/2021
489118,98827586,87443261,RCJ-02760364,PayPal,03/04/2022
991894,07670528,34189658,LjR-79076514,Credit Card,02/03/2020
287835,23759747,76056611,gpW-71062152,Credit Card,26/11/2020
103754,87063187,82499537,iyT-62193310,Credit Card,07/10/2021
837736,58016508,77379849,wNQ-64854536,Bank Transfer,07/07/2022
229470,10844363,51253482,GqD-74834828,PayPal,02/05/2021
782196,80496824,69777987,IIc-16631098,Credit Card,25/09/2020
120132,22011918,60450401,LEh-09043888,Credit Card,23/07/2022
599184,94086337,92291212,mbM-98888959,PayPal,22/06/2021
906886,57832253,25569597,pnC-27608858,Bank Transfer,14/01/2023
595693,27169173,48245753,RAC-93435819,PayPal,27/07/2020
494921,57980115,23028436,XmT-92362852,PayPal,20/03/2020
687829,77587980,01727110,vYF-05181880,PayPal,24/03/2020
180904,82378624,06171050,dIV-60404886,Credit Card,24/12/2022
441751,62133810,89817230,rCf-07821676,Credit Card,15/05/2023
510044,01850364,72937322,yLz-73389288,Bank Transfer,08/05/2020
417121,36420762,66165699,Xdr-70605341,PayPal,17/08/2020
155150,24078831,99512381,EWy-58211576,Credit Card,20/10/2021
769730,07891847,46510186,htM-21646935,Credit Card,12/07/2023
144259,32826752,64733198,oMv-73252392,Credit Card,24/09/2023
299270,98751660,39879050,AZO-92154739,Credit Card,18/01/2023
969662,05320604,35684759,kwj-98898476,PayPal,12/12/2021
194013,34244310,46371318,mbR-83156392,Bank Transfer,04/12/2022
168147,42502879,24372153,yGk-27985245,Bank Transfer,18/12/2021
251064,49021517,75559976,lCX-02945757,PayPal,08/03/2022
926121,45387880,49459730,Myi-15732306,Credit Card,11/07/2023
354885,54895920,94619520,ZrR-40387862,Bank Transfer,15/07/2021
795576,58019273,17529905,cby-29457727,PayPal,04/02/2022
336179,49232188,50255697,tfV-06694349,Bank Transfer,23/07/2023
386910,27242862,17970226,OJv-74671244,Bank Transfer,03/10/2022
446454,87737923,07392417,uDO-36176943,PayPal,03/03/2020
574729,09196434,51025663,FXq-16213582,PayPal,24/04/2021
703383,96949595,64242824,KMP-06013331,Bank Transfer,11/06/2020
803201,18099995,81696735,BMc-37422482,PayPal,06/11/2020
829260,04016303,82941718,fKV-82197871,Credit Card,26/07/2023
548774,03881747,57039372,ZdZ-12014965,PayPal,19/02/2023
857621,70779958,45520513,jJc-16653755,Bank Transfer,28/04/2022
161471,87730334,94364505,GSJ-28043202,Credit Card,19/09/2020
180186,66522578,84843842,QFb-69809403,PayPal,07/11/2022
184216,97669653,75584516,gAL-87309745,Bank Transfer,26/09/2020
939775,38140866,94313132,Eas-15504382,Credit Card,22/08/2021
919081,01070899,61031680,XtB-30061078,PayPal,28/07/2023
975804,76965099,50255697,NLR-93905019,Credit Card,29/09/2022
805645,27200714,32787468,brE-79978637,PayPal,21/03/2023
134604,44845574,68314614,WxN-29556202,PayPal,24/11/2023
359480,61561106,05868356,APY-60996587,Bank Transfer,21/03/2023
983323,60284906,99362953,bnL-37247035,Credit Card,26/12/2023
326702,16922415,31440021,xWF-10177775,Credit Card,04/04/2023
884694,36285595,23748743,mht-79893539,PayPal,09/05/2020
858677,31619094,27577476,KJr-04218907,Bank Transfer,20/05/2023
815943,43076345,63687327,zde-59671602,Credit Card,17/10/2023
566282,02531827,69119377,Fmv-08246726,PayPal,04/04/2021
998651,58579563,85146771,Cdi-94383221,Bank Transfer,11/06/2021
698589,96207587,68017216,dJU-93109846,Bank Transfer,25/10/2021
714038,67953888,16595052,qHT-57282732,Bank Transfer,09/05/2020
985386,86848377,22417782,mPR-88086846,PayPal,17/04/2021
304171,14445547,72312262,zCB-31085215,Credit Card,16/05/2023
559629,01612433,66714579,FcL-47265527,Bank Transfer,14/08/2022
468041,85669278,57039372,AgV-55979978,Bank Transfer,30/10/2021
892789,51251911,75611551,DVQ-54825733,PayPal,17/11/2020
227606,16156915,88182736,Vuu-71026816,PayPal,04/04/2021
529286,99676840,82649745,Tcp-83478460,PayPal,26/12/2020
266968,14572053,46424272,iMR-53889500,Bank Transfer,17/05/2023
480779,03370739,55177352,jyI-58180053,Credit Card,01/08/2022
728811,91184888,85483000,Gni-35750065,Bank Transfer,16/04/2020
533637,30335711,92749590,IRy-44502214,Credit Card,18/07/2023
173834,72907996,37582027,FcY-01352361,Credit Card,20/01/2020
458020,66331926,33158884,IYZ-76056815,PayPal,05/11/2023
123482,53325976,64907029,VDI-71506883,PayPal,07/11/2020
330863,78486663,61491941,Izx-92164065,Credit Card,29/10/2021
688478,48705167,40518613,lBl-93189667,Bank Transfer,05/05/2021
812671,53458269,37582027,TNI-58315410,PayPal,25/11/2023
575119,15641660,84786513,QaP-19206772,Credit Card,21/11/2022
826021,53353452,51247381,HxM-49408960,PayPal,07/02/2023
973855,96199796,49350080,rZl-60799326,Credit Card,16/10/2023
324498,52066576,47362229,oPF-51587580,PayPal,30/03/2021
552973,61328710,47362229,Nis-32447250,Bank Transfer,16/04/2022
419221,05383807,70541202,Rdp-21660668,PayPal,11/11/2022
255555,80518629,21002612,MxQ-46838757,PayPal,26/03/2022
293512,68789871,00441599,Wfw-24432683,PayPal,11/09/2022
901166,53122294,69546043,JTj-09671527,Bank Transfer,28/06/2022
416523,52501557,78421295,Feq-09882436,Bank Transfer,20/09/2023
669670,74349592,83229573,wBq-52615626,Bank Transfer,14/08/2023
390321,08229724,06380631,AEp-23877179,PayPal,10/04/2021
412260,07121581,13653237,Dzc-94791124,Bank Transfer,10/06/2022
662849,58847401,80407666,gYY-58527160,Bank Transfer,01/03/2023
505703,49006049,82703762,tYB-33197850,Credit Card,23/03/2022
652164,80202193,28727156,Buf-08384316,PayPal,14/03/2021
495464,80859859,75826635,xcr-45251885,PayPal,19/11/2022
202671,67803387,50313348,gtD-96041584,PayPal,09/08/2022
486523,03362033,63334493,qXZ-35217365,PayPal,03/12/2020
327786,18406008,15715192,CGp-91126415,Credit Card,07/02/2022
569325,10513549,82595833,kOL-02140071,Bank Transfer,19/09/2023
973600,57819088,96437868,Zbv-71235012,Credit Card,10/06/2022
655135,66223740,69803092,tOJ-19926710,Bank Transfer,26/08/2020
737055,48873105,04582921,cjA-36051014,Credit Card,23/11/2021
626289,64041802,64919393,orJ-55266676,Bank Transfer,14/04/2023
851443,77041531,54947246,Nil-97746983,PayPal,16/09/2020
470216,74156406,56000085,Iya-23800900,Bank Transfer,03/05/2023
572696,67803634,84363209,LqE-45774411,Credit Card,14/08/2023
238470,97139069,96284245,pcF-65419799,PayPal,26/07/2023
616074,94833967,49601124,bFZ-96073547,Bank Transfer,09/11/2023
793647,03870475,68179406,PHO-42660581,Credit Card,12/08/2023
950981,77030687,13686925,FST-81816797,Credit Card,05/11/2020
993551,00017434,43709607,aGK-42252921,Bank Transfer,04/06/2020
665190,30465295,90562552,sVY-26220451,PayPal,04/02/2023
233275,25065173,40221212,GMZ-99393252,PayPal,15/03/2022
940461,47875739,60450401,YMX-63849160,Bank Transfer,11/02/2021
898210,05953029,51247381,Wiq-38648386,Credit Card,19/04/2022
385455,68585184,94154612,EuH-92598906,Bank Transfer,15/12/2021
364327,00058582,61926915,sbf-93620592,Bank Transfer,18/02/2021
934649,05197379,84935806,mpr-52111108,Bank Transfer,14/11/2021
658123,43701946,33836817,tWd-43584642,Bank Transfer,13/03/2022
168669,80269158,72402507,PoX-50861996,Credit Card,10/10/2021
180983,51941813,68832251,VBF-66962546,Bank Transfer,15/08/2023
961191,82336270,36581301,sYx-73963861,Credit Card,06/11/2020
964899,56800472,38173835,wda-41982535,Bank Transfer,19/04/2023
209286,79060121,48193677,Vno-65967855,PayPal,27/07/2022
639695,83802123,99449578,rVO-92975995,Bank Transfer,05/11/2023
747243,30604821,04805413,scn-87409574,Credit Card,19/10/2023
348672,08414176,05540831,xFx-05467390,Bank Transfer,16/06/2020
910064,93137596,31950033,FfJ-59335831,PayPal,12/07/2023
821461,35648243,92280837,aNj-25736824,PayPal,24/04/2021
