product_id,product_name,price,category,brand,stock_quantity,release_date
158,Rev,462.68,toys,Jaloo,7452,2/21/2012
159,Rev,783.46,beauty,Gigaclub,6965,12/4/2019
160,Honorable,888.62,beauty,Jabbersphere,6690,2/2/2022
161,Ms,868.09,toys,Skyndu,8483,2/2/2019
162,Ms,997.55,beauty,Oyondu,3929,10/26/2015
163,Mrs,46.06,electronics,Voolith,6878,12/14/2010
164,Mrs,684.37,beauty,Einti,6643,2/28/2022
165,Dr,782.98,electronics,Demimbu,3785,4/21/2019
166,Mr,631.63,toys,Quamba,5563,3/14/2020
167,Ms,260.14,beauty,Midel,616,2/16/2019
168,Rev,833.17,toys,Skiba,7986,5/30/2014
169,Dr,496.92,toys,Camido,6955,12/19/2022
170,Dr,731.27,home goods,Agivu,1747,4/23/2020
171,Honorable,881.77,beauty,Brightdog,4058,9/9/2011
172,Mrs,109.93,electronics,Yabox,1777,8/3/2014
173,Rev,118.58,electronics,Feedspan,5908,3/20/2020
174,Rev,77.33,electronics,Skinix,9161,5/4/2013
175,Ms,414.61,clothing,Livetube,9947,9/29/2016
176,Dr,824.07,home goods,Eire,5957,11/27/2016
177,Honorable,783.65,home goods,Quatz,6984,3/7/2018
178,Dr,969.71,clothing,Skibox,3710,4/24/2016
179,Ms,993.6,home goods,Mudo,2002,8/4/2021
180,Mr,593.59,beauty,Twitterbridge,3453,7/20/2016
181,Rev,585.28,home goods,Jaloo,3967,2/22/2018
182,Rev,893.15,beauty,Browsezoom,8403,11/3/2019
183,Mrs,101.04,toys,Bubblebox,5756,2/18/2019
184,Mrs,366.47,electronics,Miboo,8149,2/22/2020
185,Dr,331.26,electronics,Topicblab,5537,3/24/2021
186,Mr,483.22,toys,Skyndu,8012,3/8/2019
187,Honorable,391.34,home goods,Bubbletube,3678,12/30/2021
188,Mr,381.45,toys,Divape,463,7/23/2021
189,Dr,543.82,electronics,Twitterwire,7560,3/18/2016
190,Mrs,162.04,toys,Oozz,24,12/26/2022
191,Rev,492.25,beauty,Leenti,2107,11/3/2012
192,Rev,814.0,electronics,Thoughtblab,8741,6/15/2022
193,Ms,13.93,beauty,Shufflester,1038,4/2/2022
194,Rev,301.8,home goods,Jabbersphere,7760,2/19/2015
195,Mrs,664.35,clothing,Janyx,3712,3/28/2012
196,Rev,960.92,beauty,Meemm,1727,5/8/2016
197,Honorable,282.34,beauty,Divanoodle,5270,5/21/2019
198,Mr,226.57,beauty,Flashspan,5083,5/18/2018
199,Honorable,192.07,clothing,Voonyx,4544,12/13/2017
200,Mrs,215.03,toys,Browseblab,4859,4/17/2017
201,Dr,289.17,toys,Jaxbean,9600,3/22/2016
202,Mr,587.68,clothing,Edgeblab,5509,3/18/2018
203,Mr,746.01,clothing,Innotype,2936,9/11/2016
204,Mrs,786.32,clothing,Jaxworks,8071,3/9/2018
205,Ms,496.31,clothing,Realpoint,1801,3/29/2018
206,Mrs,463.87,clothing,Roombo,3459,6/3/2012
207,Rev,983.72,electronics,Innotype,6487,12/3/2020
208,Mr,35.4,clothing,Topicstorm,2411,7/12/2021
209,Dr,481.26,clothing,Rhybox,4550,5/8/2019
210,Dr,729.56,home goods,Voonte,8932,5/1/2010
211,Ms,520.0,toys,Flipbug,349,2/28/2013
212,Mr,497.29,beauty,Trilith,2355,3/30/2015
213,Dr,792.78,electronics,Eare,217,2/12/2012
214,Honorable,665.97,clothing,Bubblemix,4018,5/7/2010
215,Ms,25.51,toys,Aivee,9897,5/9/2018
216,Dr,47.47,beauty,Jabbercube,9554,8/13/2018
217,Mrs,390.45,electronics,Yombu,8628,6/13/2014
218,Mrs,990.68,electronics,Pixonyx,6291,8/18/2015
219,Dr,284.14,clothing,Zoovu,2440,9/19/2013
220,Dr,188.14,clothing,Yacero,5625,5/3/2015
221,Rev,405.92,beauty,Geba,584,12/31/2019
222,Mr,245.7,beauty,Youspan,8667,1/25/2021
223,Mr,98.73,beauty,Yambee,1414,9/6/2012
224,Mrs,367.47,home goods,Riffpath,2553,12/8/2015
225,Honorable,605.26,electronics,Jabbersphere,2006,9/14/2017
226,Mrs,20.36,beauty,Shufflebeat,676,9/7/2020
227,Dr,792.37,clothing,Myworks,6497,2/27/2018
228,Honorable,996.06,clothing,Yadel,7908,9/6/2017
229,Honorable,258.04,clothing,Gigabox,2359,7/29/2017
230,Ms,763.81,electronics,Ntag,4515,9/22/2022
231,Mr,689.73,electronics,Zoomcast,1865,3/9/2012
232,Mr,244.91,clothing,Feedfire,6945,8/3/2011
233,Honorable,550.37,clothing,Teklist,689,4/15/2016
234,Mr,397.33,clothing,Leenti,5399,1/2/2022
235,Dr,336.37,home goods,Wikizz,1530,3/5/2022
236,Mr,531.83,beauty,Zoomcast,4613,11/23/2020
237,Mr,830.54,electronics,Midel,6899,11/6/2012
238,Dr,151.33,electronics,Twinder,5151,1/7/2017
239,Dr,343.77,toys,Eadel,9233,1/17/2020
240,Ms,172.04,beauty,Innojam,9566,7/28/2010
241,Ms,666.08,electronics,Blogtag,5141,12/3/2010
242,Mrs,317.48,home goods,Edgeify,5714,5/5/2014
243,Ms,663.74,clothing,Blogpad,2873,5/27/2014
244,Mrs,953.34,toys,Topdrive,3885,6/2/2011
245,Rev,63.57,clothing,Thoughtsphere,5601,11/18/2012
246,Dr,179.52,clothing,Voonte,4682,10/20/2014
247,Mrs,892.61,toys,Mycat,4428,1/13/2022
248,Rev,860.29,toys,Skiba,1834,1/24/2011
249,Ms,319.31,toys,Devbug,6802,10/14/2011
250,Honorable,858.28,home goods,Thoughtsphere,2106,1/7/2018
251,Honorable,103.98,toys,Reallinks,7573,6/17/2018
252,Mr,53.82,home goods,Jaloo,3002,9/13/2012
253,Dr,372.07,electronics,Flashspan,4303,3/20/2022
254,Honorable,327.94,electronics,Thoughtstorm,9283,2/22/2011
255,Mr,369.23,beauty,Gabtune,6497,2/17/2020
256,Dr,837.03,beauty,Trupe,2514,2/23/2016
257,Honorable,945.97,clothing,Quinu,6671,10/21/2018
258,Rev,57.35,beauty,Realpoint,9246,7/4/2014
259,Rev,229.65,home goods,Feedfish,4428,10/31/2011
260,Mrs,758.22,electronics,Leexo,9075,6/4/2013
261,Honorable,781.76,home goods,Zoomzone,4129,2/14/2018
262,Honorable,504.9,toys,Layo,8067,2/13/2019
263,Mrs,401.56,electronics,Kanoodle,388,4/27/2012
264,Mr,483.35,clothing,Centidel,7952,8/11/2019
265,Mrs,794.0,beauty,Mybuzz,4308,10/20/2016
266,Rev,639.13,electronics,Thoughtstorm,1553,4/5/2022
267,Mr,350.86,beauty,Gigaclub,397,2/13/2012
268,Mrs,436.89,electronics,Skalith,9550,3/28/2019
269,Honorable,133.5,electronics,Jabbercube,2642,8/24/2018
270,Honorable,668.6,home goods,Jabberstorm,9064,6/14/2022
271,Mrs,634.52,clothing,Zoovu,563,8/16/2019
272,Mr,870.82,electronics,Jaxworks,9069,3/14/2016
273,Dr,917.79,electronics,Fivebridge,4440,12/20/2012
274,Rev,235.68,beauty,Voonte,7224,9/3/2019
275,Ms,876.8,clothing,Skalith,5024,7/18/2018
276,Mrs,88.5,toys,Dynava,2790,8/10/2012
277,Mr,478.38,clothing,Twinder,1527,8/10/2022
278,Honorable,729.38,toys,Yata,6687,9/2/2021
279,Dr,833.87,home goods,Photobean,5495,9/22/2018
280,Mr,694.88,electronics,Trudoo,1768,4/7/2020
281,Mr,527.67,home goods,Agimba,8136,6/10/2018
282,Ms,299.42,clothing,Rhyloo,6007,7/10/2013
283,Honorable,964.86,electronics,Quimm,2681,7/14/2020
284,Ms,789.05,toys,Layo,3685,6/15/2020
285,Mr,214.03,clothing,Bubblebox,6128,10/13/2021
286,Honorable,707.8,beauty,Jabberstorm,6701,4/23/2018
287,Honorable,960.06,electronics,Avaveo,9034,6/28/2019
288,Ms,241.03,clothing,Dabtype,376,4/20/2014
289,Mr,174.36,clothing,Jayo,8938,4/22/2016
290,Mr,970.43,beauty,Photojam,6788,3/26/2021
291,Honorable,115.41,beauty,Mydo,7049,9/28/2015
292,Rev,112.09,electronics,Kimia,1095,6/12/2013
293,Dr,921.42,electronics,Podcat,818,3/13/2020
294,Rev,689.76,home goods,Meembee,5501,2/28/2012
295,Honorable,634.95,home goods,Skalith,8894,8/10/2016
296,Honorable,309.51,home goods,Gigabox,4686,5/15/2013
297,Mr,194.5,clothing,Kazu,9551,5/14/2018
298,Mr,570.13,home goods,Riffpedia,8229,11/28/2018
299,Dr,561.45,home goods,Oyoyo,2739,12/25/2011
300,Ms,552.7,home goods,Babbleopia,8323,10/26/2018
301,Honorable,358.36,toys,Twitterbeat,8473,11/24/2017
302,Mrs,43.8,toys,Jabbertype,8599,2/7/2015
303,Mrs,274.42,toys,Jaxnation,7409,3/9/2015
304,Dr,541.26,electronics,Geba,7771,10/6/2016
305,Dr,457.06,toys,Zoozzy,3825,3/15/2020
306,Mrs,174.41,electronics,Yodoo,8296,7/31/2011
307,Mr,670.43,clothing,Dazzlesphere,2453,10/1/2015
308,Honorable,846.88,electronics,Edgeify,4535,3/4/2010
309,Dr,297.94,home goods,Centidel,6084,1/12/2022
310,Mr,915.24,electronics,Devify,7665,11/15/2018
311,Rev,705.57,toys,Quatz,1740,10/3/2010
312,Mr,845.34,electronics,Roodel,5138,6/2/2020
313,Honorable,525.92,toys,Vidoo,8670,2/10/2020
314,Mrs,224.83,electronics,Zoomlounge,1723,11/16/2022
315,Mrs,931.93,toys,Avamba,2548,8/7/2019
316,Ms,773.07,beauty,Browsetype,2609,1/16/2013
317,Ms,306.53,beauty,Trupe,5729,8/10/2021
318,Honorable,721.02,toys,Janyx,7895,12/3/2020
319,Mrs,690.43,beauty,Centidel,171,6/14/2011
320,Mr,139.47,toys,Skimia,2701,4/8/2011
321,Dr,254.76,electronics,Zazio,5742,8/28/2021
322,Rev,602.78,home goods,Tagchat,505,9/23/2021
323,Rev,887.92,beauty,Voomm,3459,2/5/2017
324,Mr,564.43,toys,Oyoyo,4438,7/15/2022
325,Rev,439.84,clothing,Eayo,4779,7/27/2016
326,Rev,975.58,toys,Lazz,954,5/21/2017
327,Mrs,253.54,clothing,Twitterwire,5516,6/28/2014
328,Mr,243.64,beauty,Rhyzio,7299,4/8/2019
329,Mrs,757.94,beauty,Skibox,1419,2/25/2021
330,Mr,547.72,home goods,Tanoodle,6279,7/28/2020
331,Mrs,300.76,electronics,Miboo,242,3/2/2020
332,Honorable,370.62,toys,Zooveo,8351,3/20/2014
333,Dr,733.88,home goods,Browseblab,7564,5/17/2022
334,Dr,453.95,home goods,Mynte,6355,1/5/2017
335,Mr,567.62,home goods,Edgeblab,8774,5/26/2013
336,Dr,566.15,electronics,Devcast,5277,5/22/2019
337,Mrs,941.28,electronics,Zoomdog,576,3/24/2019
338,Mrs,748.43,electronics,Babbleset,646,6/3/2012
339,Honorable,232.91,clothing,Zooveo,6801,11/25/2013
340,Rev,819.6,electronics,Flipstorm,7959,12/31/2018
341,Mrs,165.69,beauty,Gabvine,732,10/30/2017
342,Mr,382.75,home goods,Flipopia,9729,3/19/2014
343,Mrs,174.46,toys,Twitternation,9229,12/7/2017
344,Honorable,111.6,clothing,Muxo,4719,10/21/2016
345,Rev,767.47,clothing,Roodel,290,1/24/2010
346,Rev,34.77,toys,Oodoo,3140,1/27/2017
347,Mrs,982.95,clothing,Reallinks,2220,4/6/2017
348,Mr,128.5,beauty,Centizu,1737,7/18/2017
349,Mr,36.75,clothing,Realcube,5631,9/11/2015
350,Rev,195.6,beauty,Youspan,5708,7/1/2011
351,Mrs,214.33,beauty,Zooxo,256,2/15/2021
352,Mr,682.15,clothing,Trupe,9819,6/3/2011
353,Honorable,537.76,beauty,Eimbee,9581,7/22/2021
354,Mr,630.33,clothing,Skalith,4592,5/22/2016
355,Ms,22.16,electronics,Photospace,7035,4/30/2015
356,Rev,583.76,electronics,Wordware,9161,7/21/2011
357,Ms,675.71,beauty,JumpXS,5541,11/25/2019
358,Mrs,420.2,beauty,Jaxnation,6397,5/3/2022
359,Dr,857.19,clothing,Skinix,1816,5/11/2018
360,Mr,948.64,beauty,Tagchat,7968,3/21/2020
361,Rev,948.12,electronics,Yata,9865,6/15/2014
362,Rev,399.34,toys,Nlounge,6199,2/21/2020
363,Honorable,142.02,electronics,Einti,7303,3/12/2013
364,Dr,810.64,clothing,Centidel,481,3/15/2012
365,Mrs,875.2,toys,Innotype,7882,4/25/2017
366,Ms,336.02,clothing,Trudoo,3187,2/24/2019
367,Mr,217.59,toys,Twimbo,2328,11/20/2014
368,Mr,670.34,clothing,Janyx,1094,6/20/2016
369,Mr,409.38,home goods,Browsedrive,7922,4/2/2020
370,Honorable,323.46,home goods,Twimbo,7946,6/5/2021
371,Honorable,219.13,home goods,Voomm,1315,6/2/2019
372,Dr,501.35,toys,Kazu,2085,8/12/2011
373,Honorable,960.91,electronics,Minyx,9503,8/15/2017
374,Ms,654.67,beauty,Mydo,9407,1/3/2010
375,Dr,608.77,electronics,Zooveo,8190,8/14/2012
376,Ms,990.62,beauty,Meeveo,2849,5/30/2013
377,Dr,981.43,beauty,Yodo,6789,11/19/2014
378,Dr,462.39,beauty,Centidel,5105,8/22/2013
379,Rev,117.55,toys,Eayo,8295,9/1/2014
380,Mr,798.73,electronics,Photobean,846,10/31/2018
381,Honorable,301.18,clothing,Brainbox,6020,4/15/2022
382,Mrs,834.96,electronics,Quinu,5465,5/5/2018
383,Dr,576.43,home goods,Aibox,1440,5/11/2020
384,Honorable,795.04,beauty,Skyvu,6616,10/25/2022
385,Mrs,956.0,home goods,Youbridge,9274,5/8/2015
386,Honorable,349.7,beauty,Meezzy,3851,6/2/2016
387,Honorable,446.27,electronics,JumpXS,4297,1/9/2010
388,Dr,84.79,clothing,Demizz,7436,2/16/2010
389,Honorable,387.33,toys,Realcube,7858,4/2/2022
390,Rev,606.9,toys,Demivee,4347,11/23/2015
391,Honorable,78.83,toys,Buzzster,3879,7/21/2021
392,Mr,602.97,home goods,Abatz,3233,11/4/2020
393,Dr,129.93,toys,Oyoba,85,3/12/2017
394,Mrs,805.43,electronics,Livepath,9280,4/30/2017
395,Rev,690.75,toys,Wordify,7765,6/19/2011
396,Honorable,782.19,electronics,Trunyx,5107,12/9/2020
397,Rev,123.87,home goods,Abatz,3423,2/27/2012
398,Honorable,537.52,beauty,Feedfish,3288,8/21/2011
399,Honorable,381.36,clothing,Fatz,2026,11/22/2010
400,Dr,89.37,clothing,Zoombox,3660,1/25/2018
401,Dr,207.87,toys,Browseblab,4378,12/12/2013
402,Mr,190.21,electronics,Yabox,488,7/27/2010
403,Ms,671.55,toys,Divanoodle,4816,2/20/2015
404,Ms,82.02,electronics,Viva,3553,5/6/2020
405,Dr,532.6,electronics,Kwimbee,1658,1/21/2017
406,Honorable,379.28,clothing,Topicshots,5129,2/8/2013
407,Honorable,802.8,toys,Topiclounge,3516,2/15/2022
408,Honorable,445.82,clothing,Meemm,9570,5/30/2012
409,Mrs,992.11,beauty,Linkbridge,3081,1/20/2019
410,Honorable,170.35,toys,Roombo,1107,9/13/2011
411,Honorable,927.85,home goods,Demimbu,7183,5/9/2020
412,Rev,207.78,beauty,Voomm,8311,10/7/2011
413,Honorable,942.47,electronics,Livepath,4437,2/6/2014
414,Ms,518.25,electronics,Kwimbee,3791,6/8/2019
415,Dr,943.36,toys,Midel,5066,3/20/2010
416,Ms,259.69,toys,Oyonder,2463,10/24/2014
417,Honorable,944.44,toys,Kazu,3903,10/9/2013
418,Mrs,93.71,home goods,Oyoyo,1229,1/23/2017
419,Ms,363.13,toys,Kazu,486,10/25/2015
420,Ms,945.3,beauty,Geba,750,12/19/2012
421,Mrs,108.39,clothing,Shuffletag,1549,6/21/2017
422,Honorable,903.58,home goods,Yoveo,1976,12/20/2019
423,Ms,418.06,electronics,Shuffletag,4369,9/18/2017
424,Mr,162.09,toys,Topicstorm,6693,7/23/2022
425,Honorable,827.19,home goods,Kanoodle,9942,11/7/2021
426,Honorable,578.32,electronics,Skinder,1743,4/28/2014
427,Rev,720.87,electronics,Topiczoom,8150,11/2/2011
428,Ms,602.05,clothing,Kwideo,6526,5/14/2018
429,Dr,752.56,home goods,Photojam,4040,5/28/2014
430,Mrs,845.39,home goods,Jayo,5796,10/11/2021
431,Mr,53.09,toys,Shufflebeat,3556,10/18/2020
432,Dr,472.61,home goods,Dazzlesphere,644,9/12/2019
433,Rev,204.95,beauty,Tagchat,2580,6/22/2011
434,Honorable,958.15,toys,Realcube,3223,6/26/2022
435,Rev,598.03,toys,Ooba,7767,9/2/2022
436,Mrs,934.03,clothing,Tagcat,9142,9/3/2019
437,Honorable,514.7,clothing,Roodel,554,12/23/2012
438,Rev,772.44,clothing,Jayo,3276,7/5/2010
439,Mrs,713.26,toys,Ozu,4115,11/11/2011
440,Dr,787.73,clothing,Realfire,381,7/5/2021
441,Honorable,932.33,home goods,Izio,8528,5/9/2019
442,Ms,133.63,clothing,Rooxo,8296,7/10/2018
443,Dr,224.32,clothing,Camido,3820,3/5/2012
444,Mr,758.86,toys,Linkbridge,9537,7/19/2019
445,Dr,401.28,beauty,Rooxo,4504,5/9/2020
446,Rev,639.97,beauty,Buzzdog,8393,3/30/2015
447,Honorable,1.37,clothing,Brainverse,4242,12/27/2016
448,Dr,662.48,beauty,Gigashots,7418,10/6/2021
449,Rev,223.62,electronics,Skivee,6099,1/30/2016
450,Dr,468.18,toys,Oyoloo,815,10/21/2011
451,Honorable,751.82,electronics,Kwideo,1115,10/5/2018
452,Ms,295.45,electronics,Oba,4921,10/20/2014
453,Ms,967.92,clothing,Gigaclub,2967,8/22/2020
454,Rev,307.56,home goods,Yacero,5130,8/27/2010
455,Ms,963.86,home goods,Jetwire,1481,12/24/2014
456,Mr,869.85,home goods,Miboo,9514,6/6/2018
457,Mr,665.15,beauty,Thoughtstorm,223,10/28/2022
458,Rev,957.61,toys,Devpulse,9518,6/5/2010
459,Rev,658.94,toys,Linkbuzz,8304,11/4/2017
460,Mrs,83.98,clothing,Oyoloo,9785,7/16/2010
461,Mr,784.65,electronics,Teklist,3221,6/29/2011
462,Dr,422.53,toys,Wikizz,5814,1/13/2011
463,Mr,727.41,toys,Minyx,2335,3/18/2020
464,Rev,339.63,electronics,Aibox,4073,11/27/2020
465,Dr,865.24,electronics,Meembee,6302,4/29/2017
466,Mr,418.14,electronics,Oloo,6560,1/22/2022
467,Dr,991.79,beauty,Mudo,7850,7/31/2013
