order_id,customer_id,estimated_delivery_date,order_date,order_status,total_price
40706777,52567794,10/11/2020,05/11/2020,cancelled,96.06
62007892,16408302,24/10/2020,19/10/2020,shipped,396.12
27577476,60882179,08/10/2020,03/10/2020,pending,228.00
38173835,63242509,14/02/2020,11/02/2020,cancelled,1408.99
88228254,83841145,26/08/2020,22/08/2020,pending,2056.98
52073883,31430062,09/03/2021,07/03/2021,pending,318.92
24631667,58218200,04/10/2022,03/10/2022,cancelled,3592.38
75611551,57206320,09/09/2022,08/09/2022,shipped,1379.64
31440021,57888691,17/12/2022,15/12/2022,pending,289.73
30992678,61291840,18/01/2023,13/01/2023,pending,394.72
99742074,24633315,12/02/2021,09/02/2021,pending,116.94
41854631,00403636,09/10/2023,03/10/2023,pending,168.96
62329687,82979001,13/03/2023,08/03/2023,pending,156.17
85080821,29945909,06/06/2022,03/06/2022,cancelled,94.14
93619969,52032920,05/05/2020,04/05/2020,pending,148.56
01699543,67721118,22/10/2023,16/10/2023,pending,153.51
20542796,80633082,16/01/2023,11/01/2023,shipped,32.32
30434217,07955981,18/03/2023,14/03/2023,pending,54.99
00442991,41985669,22/01/2020,17/01/2020,shipped,11.04
64068117,50126148,25/05/2021,22/05/2021,pending,151.44
19231768,06194590,08/02/2023,06/02/2023,pending,2123.25
40221212,30344570,29/01/2021,24/01/2021,cancelled,74.52
93913172,25287177,12/02/2023,07/02/2023,pending,3312.66
29171464,30134521,10/06/2021,06/06/2021,shipped,91.72
01451523,36081471,03/04/2023,30/03/2023,pending,98.16
65984505,53923836,25/06/2023,23/06/2023,cancelled,1822.38
90954678,25356690,02/11/2022,01/11/2022,shipped,45.84
71266599,55626154,07/03/2022,04/03/2022,cancelled,1810.70
94739747,02925052,13/04/2020,08/04/2020,pending,1419.29
88590412,94868185,11/09/2020,06/09/2020,pending,162.08
92458986,84069850,25/01/2023,22/01/2023,cancelled,468.51
63334493,97378848,03/12/2023,27/11/2023,pending,285.00
40243953,23154316,18/06/2023,17/06/2023,pending,4909.33
42624768,29793802,26/08/2021,22/08/2021,cancelled,326.32
42622752,55231748,15/09/2020,10/09/2020,cancelled,2040.07
65100224,52155307,21/07/2021,15/07/2021,cancelled,22.44
01165798,49376302,18/01/2023,13/01/2023,cancelled,78.10
66714579,63586435,14/05/2021,11/05/2021,shipped,1207.32
99044916,73568883,20/03/2020,16/03/2020,cancelled,444.24
74787648,69397520,01/07/2021,27/06/2021,pending,284.40
88645666,96855468,19/07/2021,14/07/2021,shipped,79.57
77107235,86776586,22/02/2022,18/02/2022,shipped,599.29
02772585,09949267,25/10/2022,20/10/2022,pending,1714.60
88662517,62624741,05/12/2020,02/12/2020,shipped,165.27
16236144,65198623,09/09/2022,06/09/2022,shipped,377.85
90847977,35402241,30/01/2022,24/01/2022,shipped,1421.54
26227106,92169391,01/09/2023,30/08/2023,pending,123.93
53948821,19921381,30/08/2022,26/08/2022,pending,16.90
39498128,21897247,30/08/2020,25/08/2020,shipped,111.07
94350377,99913394,23/03/2021,22/03/2021,cancelled,203.68
68092251,77812298,20/09/2020,19/09/2020,cancelled,606.50
42987318,32250532,01/04/2023,28/03/2023,shipped,545.38
43332047,31348707,09/02/2020,06/02/2020,pending,92.63
47534798,25393789,11/12/2020,06/12/2020,cancelled,751.35
23748743,59090891,25/12/2021,20/12/2021,shipped,841.71
06297463,97966726,08/11/2023,06/11/2023,shipped,148.50
46035428,48497452,04/03/2022,01/03/2022,cancelled,330.60
47384154,81988063,14/11/2022,11/11/2022,cancelled,430.95
25644207,32237464,29/09/2020,27/09/2020,pending,289.36
04635291,44880543,14/01/2020,12/01/2020,cancelled,318.92
43428244,26076656,02/06/2021,31/05/2021,pending,1494.54
82941718,53191501,31/08/2020,27/08/2020,pending,1173.02
77130265,51095335,24/11/2020,23/11/2020,pending,346.10
98870737,44140020,23/05/2023,18/05/2023,shipped,7425.36
78421295,27087845,29/04/2020,24/04/2020,pending,369.86
36263681,90404661,19/05/2023,16/05/2023,cancelled,148.56
33899405,78035090,08/05/2021,02/05/2021,pending,232.56
47341808,44792920,19/02/2022,18/02/2022,shipped,360.88
77379849,30935197,22/02/2022,17/02/2022,shipped,964.72
49859207,82393010,27/08/2022,26/08/2022,pending,376.80
69119377,28884460,04/06/2021,02/06/2021,cancelled,471.69
17895266,58609835,22/10/2023,17/10/2023,shipped,238.60
03164532,34535590,02/06/2022,29/05/2022,shipped,111.34
48831743,52067759,11/05/2023,10/05/2023,shipped,441.68
74310175,82170465,09/04/2020,06/04/2020,cancelled,66.88
42987318,38859883,19/08/2021,16/08/2021,shipped,545.38
46653527,12777449,06/02/2020,02/02/2020,shipped,2680.17
80597334,95775589,11/04/2022,07/04/2022,pending,298.38
66752529,07554436,14/04/2020,10/04/2020,shipped,94.11
77532232,79750363,14/12/2023,13/12/2023,shipped,1231.57
15450456,61996142,08/10/2020,06/10/2020,cancelled,473.80
82595833,54452612,01/04/2020,29/03/2020,pending,48.34
65984505,13855897,11/07/2020,07/07/2020,cancelled,1822.38
34757279,24235055,18/02/2023,13/02/2023,cancelled,44.88
08624130,70464881,13/10/2023,09/10/2023,pending,73.05
61342136,13254145,25/11/2023,21/11/2023,pending,106.59
56339644,32646925,07/09/2020,01/09/2020,cancelled,291.67
15715192,16447175,05/08/2022,01/08/2022,shipped,368.72
60639277,84286088,03/10/2020,30/09/2020,pending,50.16
23994514,10518836,20/10/2022,19/10/2022,cancelled,2013.20
47362229,69489910,22/03/2021,19/03/2021,pending,4049.68
07311941,76231473,13/08/2021,10/08/2021,cancelled,379.37
69520374,62114637,08/07/2021,03/07/2021,pending,4475.52
68832251,27688761,13/09/2021,12/09/2021,pending,2474.58
22822245,06870729,05/03/2023,01/03/2023,shipped,856.72
94440522,86704384,25/02/2021,21/02/2021,cancelled,380.48
72006731,28726330,14/11/2020,08/11/2020,pending,12.49
03292724,62498628,14/08/2022,09/08/2022,pending,576.32
94619520,09888068,20/10/2021,15/10/2021,shipped,2082.68
36724655,34883090,01/04/2021,31/03/2021,shipped,978.75
99044916,62950375,06/10/2023,05/10/2023,cancelled,444.24
73939553,45578251,17/03/2020,16/03/2020,pending,424.55
71159365,03288270,21/09/2022,16/09/2022,shipped,323.71
72825077,37368733,06/03/2020,29/02/2020,cancelled,406.71
06707128,21236715,15/09/2023,14/09/2023,cancelled,188.40
20753387,27794106,05/08/2021,30/07/2021,shipped,95.24
61031680,60304044,06/01/2021,01/01/2021,pending,1081.55
03657457,01709468,18/10/2023,16/10/2023,pending,174.98
37727218,76039819,11/07/2023,07/07/2023,shipped,447.42
70042459,33717041,10/07/2021,06/07/2021,pending,162.45
05091675,77104889,15/03/2020,09/03/2020,pending,852.58
99068315,32725697,19/10/2021,16/10/2021,pending,91.84
29947055,69331390,09/08/2021,03/08/2021,shipped,48.80
60601923,38884396,22/01/2023,18/01/2023,shipped,27.85
88264944,32848514,01/06/2023,29/05/2023,pending,346.60
91003480,18565163,15/02/2022,13/02/2022,cancelled,620.52
72825077,35825062,28/07/2023,23/07/2023,cancelled,406.71
08852925,83608621,05/10/2023,03/10/2023,shipped,1821.18
33725155,53918509,15/01/2020,14/01/2020,shipped,322.96
29702714,77531061,22/06/2021,19/06/2021,cancelled,11.62
02272205,49773005,14/12/2021,13/12/2021,pending,39.70
15450456,53940651,23/11/2021,20/11/2021,cancelled,473.80
53125442,44306724,31/05/2022,25/05/2022,pending,339.66
53125442,94873033,31/10/2021,30/10/2021,pending,339.66
18671899,76890288,20/01/2020,19/01/2020,cancelled,183.44
46101647,85813663,13/10/2022,07/10/2022,pending,1877.69
19269613,31116331,01/06/2020,28/05/2020,cancelled,126.04
74207405,08451778,06/09/2022,05/09/2022,cancelled,259.95
90847977,30396214,16/05/2023,10/05/2023,shipped,1421.54
10619062,12688576,02/08/2021,01/08/2021,pending,701.68
07496560,05908642,05/08/2021,01/08/2021,pending,5.01
28960174,89868659,25/05/2022,24/05/2022,cancelled,532.44
17928318,74211032,26/05/2021,22/05/2021,shipped,33.44
61719139,56746583,13/10/2022,12/10/2022,shipped,49.96
52476050,92462635,22/07/2021,19/07/2021,cancelled,73.20
92266461,32675716,30/07/2023,28/07/2023,cancelled,109.77
96538737,45050679,25/05/2020,23/05/2020,shipped,371.64
69683405,12646821,01/11/2023,31/10/2023,pending,38.54
65388530,85239152,19/07/2021,17/07/2021,shipped,252.85
03740401,47929633,06/11/2023,02/11/2023,pending,23.42
65984505,70801038,03/09/2022,30/08/2022,cancelled,1822.38
65388530,52280510,26/07/2020,20/07/2020,shipped,252.85
59304408,48096509,18/08/2020,17/08/2020,pending,1075.34
40243953,92352923,20/10/2020,16/10/2020,pending,4909.33
41854631,52296648,18/01/2023,16/01/2023,pending,168.96
92015999,87913640,19/02/2022,16/02/2022,cancelled,633.91
64417318,70396611,11/05/2023,07/05/2023,pending,66.21
89330014,97599633,06/04/2022,01/04/2022,shipped,666.27
61515945,63594846,07/01/2022,02/01/2022,cancelled,217.66
24747793,45451902,13/11/2023,09/11/2023,pending,22.17
55177352,81419339,03/09/2022,01/09/2022,shipped,181.31
28042519,52443280,06/02/2022,05/02/2022,shipped,1277.63
74506627,87952514,19/09/2023,18/09/2023,pending,398.53
43331585,89107343,21/03/2020,16/03/2020,cancelled,38.51
14622950,62081378,01/03/2023,24/02/2023,shipped,166.82
00915860,49549238,23/07/2023,22/07/2023,cancelled,77.02
03130129,72041555,28/04/2021,26/04/2021,pending,1147.52
63479563,76453185,09/06/2022,03/06/2022,shipped,191.96
66165699,28235579,06/05/2023,02/05/2023,shipped,280.92
02318251,78987980,15/06/2022,14/06/2022,cancelled,1248.28
99362953,01819017,19/04/2023,15/04/2023,cancelled,191.72
52622975,34541773,16/02/2023,13/02/2023,cancelled,28.36
12309295,11667858,02/02/2020,28/01/2020,shipped,145.60
27957760,46505038,24/08/2021,21/08/2021,shipped,183.44
02937028,41176178,01/10/2020,26/09/2020,cancelled,3528.51
17999652,57942070,19/03/2023,15/03/2023,pending,1052.07
79926851,21678129,22/08/2022,17/08/2022,cancelled,31.73
56339644,01356743,01/01/2024,31/12/2023,cancelled,291.67
86202132,09192158,14/03/2021,08/03/2021,shipped,48.79
21772576,98845902,05/10/2020,03/10/2020,pending,173.30
83307369,91819255,13/12/2020,12/12/2020,shipped,41.95
45371504,06943178,13/12/2021,12/12/2021,cancelled,892.82
66714579,96864873,20/08/2020,14/08/2020,shipped,1207.32
07217206,41651811,03/10/2022,29/09/2022,pending,5291.21
89366076,11095643,19/01/2022,14/01/2022,shipped,2099.82
33873644,42174290,22/02/2023,20/02/2023,shipped,460.24
31440021,47899684,04/07/2022,28/06/2022,pending,289.73
90282911,87379579,24/08/2021,19/08/2021,pending,410.32
25580213,43974156,06/10/2023,30/09/2023,cancelled,567.50
44238821,77153001,18/07/2023,13/07/2023,cancelled,119.16
00927844,53638351,20/07/2022,17/07/2022,cancelled,137.97
85055954,88356916,17/04/2021,16/04/2021,pending,63.92
05652967,76448481,11/12/2023,10/12/2023,shipped,71.44
86179856,05593847,16/04/2023,13/04/2023,shipped,122.76
87159184,97457252,30/12/2020,28/12/2020,cancelled,1510.69
37088534,55137654,14/12/2020,10/12/2020,cancelled,401.63
57701306,48600811,15/05/2020,11/05/2020,shipped,2218.44
47341808,64514080,20/02/2021,15/02/2021,shipped,360.88
68832251,16530932,17/08/2020,15/08/2020,pending,2474.58
32787468,24774756,21/07/2020,16/07/2020,cancelled,314.84
51211367,39885749,13/05/2020,12/05/2020,cancelled,56.08
92229152,09747337,27/09/2020,23/09/2020,shipped,622.16
96311301,84006225,22/10/2021,18/10/2021,cancelled,41.54
25569597,25919325,04/10/2022,02/10/2022,pending,1476.77
45040302,68751071,23/05/2022,22/05/2022,shipped,237.45
37727218,31829648,03/06/2023,02/06/2023,shipped,447.42
46035428,08514301,20/08/2020,18/08/2020,cancelled,330.60
30723800,75509144,18/06/2022,16/06/2022,shipped,264.97
68114479,43342277,20/03/2023,18/03/2023,pending,80.34
07491903,51956501,10/03/2021,06/03/2021,pending,102.84
42622752,21273484,31/01/2022,28/01/2022,cancelled,2040.07
01395751,89723035,04/11/2023,30/10/2023,pending,160.68
46101647,94142983,06/08/2023,03/08/2023,pending,1877.69
18382072,37215685,04/03/2022,26/02/2022,shipped,71.88
16410023,62735639,19/01/2021,14/01/2021,cancelled,247.94
92015999,91946600,12/01/2020,09/01/2020,cancelled,633.91
34736877,01406034,04/09/2020,02/09/2020,pending,836.20
94768144,25552267,10/05/2023,05/05/2023,cancelled,3962.40
69520374,93821338,28/04/2022,25/04/2022,pending,4475.52
61031680,71876744,13/05/2023,08/05/2023,pending,1081.55
04757508,19758720,08/04/2020,05/04/2020,pending,2135.18
90282911,52489088,23/08/2020,21/08/2020,pending,410.32
94739747,01625930,11/12/2020,09/12/2020,pending,1419.29
03314835,28563328,16/01/2020,11/01/2020,pending,209.06
46224293,64525990,23/02/2023,18/02/2023,cancelled,263.22
14050944,60789098,25/11/2021,24/11/2021,shipped,211.38
21827097,42168772,18/04/2023,13/04/2023,cancelled,249.14
70106844,49780503,12/07/2020,10/07/2020,cancelled,2382.84
61546724,97575569,12/07/2022,10/07/2022,cancelled,158.85
22822245,96488025,13/10/2023,11/10/2023,shipped,856.72
33725155,54707462,06/01/2022,04/01/2022,shipped,322.96
92872865,03394053,08/07/2020,06/07/2020,pending,1024.40
90428542,92295899,15/08/2021,12/08/2021,pending,47.69
39357137,52387418,30/05/2021,24/05/2021,pending,1861.68
30723800,42586104,06/09/2021,05/09/2021,shipped,264.97
01165798,68468807,03/06/2020,28/05/2020,cancelled,78.10
90549822,88608279,23/09/2022,19/09/2022,shipped,139.10
16236144,98771511,21/07/2020,16/07/2020,shipped,377.85
30768403,57700505,15/12/2023,14/12/2023,cancelled,91.72
63877063,85575412,24/09/2022,23/09/2022,cancelled,70.26
03886832,56035419,01/11/2022,29/10/2022,pending,92.04
09242788,90973905,21/06/2022,17/06/2022,cancelled,205.68
82649745,21622167,06/11/2023,04/11/2023,pending,259.95
89171506,19705887,19/12/2021,16/12/2021,cancelled,1241.04
06863842,27719362,31/03/2020,28/03/2020,shipped,302.83
01752740,53724486,10/05/2020,04/05/2020,pending,33.12
68017216,94481598,15/01/2021,11/01/2021,pending,290.40
65057962,71435595,10/04/2020,06/04/2020,pending,1754.32
84935806,31841376,20/06/2022,17/06/2022,pending,128.19
89817230,11984804,31/08/2021,30/08/2021,shipped,1140.37
99195991,19361503,16/07/2021,10/07/2021,shipped,69.90
28334912,37559073,30/08/2021,25/08/2021,shipped,240.02
84567650,58178282,16/07/2022,12/07/2022,cancelled,461.04
69480862,21477169,27/08/2021,25/08/2021,pending,500.92
36973703,48791143,23/05/2023,22/05/2023,shipped,1940.04
80597334,10163715,10/05/2022,06/05/2022,pending,298.38
02937028,05552732,02/12/2020,27/11/2020,cancelled,3528.51
29803090,19283721,06/12/2020,04/12/2020,shipped,117.48
69952746,54284631,05/11/2022,01/11/2022,pending,108.96
40518613,12090737,26/08/2021,24/08/2021,cancelled,569.63
08852925,30512213,22/08/2023,19/08/2023,shipped,1821.18
76494812,10922253,13/10/2022,11/10/2022,shipped,195.72
00481988,41965636,01/07/2022,28/06/2022,pending,1052.25
31351766,33472584,05/12/2021,29/11/2021,shipped,73.08
98870737,44231453,25/08/2022,21/08/2022,shipped,7425.36
46653527,31195608,16/11/2020,13/11/2020,shipped,2680.17
46861283,03802680,04/08/2023,03/08/2023,shipped,502.52
42622752,40787465,22/02/2021,18/02/2021,cancelled,2040.07
87237659,75250706,24/02/2022,21/02/2022,pending,2272.61
18948450,38665889,23/04/2021,20/04/2021,pending,2073.48
38250677,66833978,29/09/2020,28/09/2020,cancelled,1321.30
36101119,40784315,24/09/2023,21/09/2023,cancelled,183.87
17742849,70458248,02/06/2023,27/05/2023,cancelled,312.50
87590337,84061889,20/01/2021,14/01/2021,cancelled,2941.05
65387368,60969276,23/12/2020,19/12/2020,cancelled,38.45
46273789,87877324,07/02/2021,03/02/2021,pending,95.48
87443261,98827586,04/04/2022,03/04/2022,shipped,240.89
34189658,07670528,03/03/2020,02/03/2020,cancelled,973.74
76056611,23759747,28/11/2020,26/11/2020,pending,20.28
82499537,87063187,11/10/2021,07/10/2021,pending,1454.64
77379849,58016508,11/07/2022,07/07/2022,shipped,964.72
51253482,10844363,07/05/2021,02/05/2021,cancelled,46.20
69777987,80496824,26/09/2020,25/09/2020,cancelled,292.42
60450401,22011918,27/07/2022,23/07/2022,shipped,5337.33
92291212,94086337,26/06/2021,22/06/2021,shipped,187.77
25569597,57832253,16/01/2023,14/01/2023,pending,1476.77
48245753,27169173,02/08/2020,27/07/2020,shipped,165.24
23028436,57980115,21/03/2020,20/03/2020,shipped,17.58
01727110,77587980,30/03/2020,24/03/2020,shipped,165.05
06171050,82378624,29/12/2022,24/12/2022,shipped,86.04
89817230,62133810,21/05/2023,15/05/2023,shipped,1140.37
72937322,01850364,10/05/2020,08/05/2020,pending,502.36
66165699,36420762,23/08/2020,17/08/2020,shipped,280.92
99512381,24078831,26/10/2021,20/10/2021,shipped,88.91
46510186,07891847,18/07/2023,12/07/2023,shipped,823.72
64733198,32826752,28/09/2023,24/09/2023,shipped,1374.44
39879050,98751660,23/01/2023,18/01/2023,cancelled,118.96
35684759,05320604,14/12/2021,12/12/2021,shipped,24.40
46371318,34244310,08/12/2022,04/12/2022,shipped,148.83
24372153,42502879,23/12/2021,18/12/2021,shipped,325.03
75559976,49021517,14/03/2022,08/03/2022,shipped,63.46
49459730,45387880,14/07/2023,11/07/2023,cancelled,34.35
94619520,54895920,19/07/2021,15/07/2021,shipped,2082.68
17529905,58019273,06/02/2022,04/02/2022,shipped,54.64
50255697,49232188,29/07/2023,23/07/2023,cancelled,211.93
17970226,27242862,07/10/2022,03/10/2022,pending,99.03
07392417,87737923,06/03/2020,03/03/2020,pending,2704.02
51025663,09196434,30/04/2021,24/04/2021,cancelled,2116.90
64242824,96949595,14/06/2020,11/06/2020,pending,183.24
81696735,18099995,07/11/2020,06/11/2020,cancelled,97.94
82941718,04016303,01/08/2023,26/07/2023,pending,1173.02
57039372,03881747,23/02/2023,19/02/2023,shipped,566.16
45520513,70779958,29/04/2022,28/04/2022,cancelled,117.90
94364505,87730334,23/09/2020,19/09/2020,cancelled,1741.32
84843842,66522578,10/11/2022,07/11/2022,shipped,456.74
75584516,97669653,02/10/2020,26/09/2020,pending,247.19
94313132,38140866,27/08/2021,22/08/2021,shipped,197.44
61031680,01070899,02/08/2023,28/07/2023,pending,1081.55
50255697,76965099,03/10/2022,29/09/2022,cancelled,211.93
32787468,27200714,24/03/2023,21/03/2023,cancelled,314.84
68314614,44845574,30/11/2023,24/11/2023,shipped,101.76
05868356,61561106,25/03/2023,21/03/2023,shipped,48.97
99362953,60284906,30/12/2023,26/12/2023,cancelled,191.72
31440021,16922415,09/04/2023,04/04/2023,pending,289.73
23748743,36285595,10/05/2020,09/05/2020,shipped,841.71
27577476,31619094,25/05/2023,20/05/2023,pending,228.00
63687327,43076345,20/10/2023,17/10/2023,pending,480.04
69119377,02531827,10/04/2021,04/04/2021,cancelled,471.69
85146771,58579563,15/06/2021,11/06/2021,pending,303.08
68017216,96207587,31/10/2021,25/10/2021,pending,290.40
16595052,67953888,10/05/2020,09/05/2020,cancelled,49.68
22417782,86848377,19/04/2021,17/04/2021,pending,209.46
72312262,14445547,18/05/2023,16/05/2023,shipped,1390.10
66714579,01612433,19/08/2022,14/08/2022,shipped,1207.32
57039372,85669278,31/10/2021,30/10/2021,shipped,566.16
75611551,51251911,22/11/2020,17/11/2020,shipped,1379.64
88182736,16156915,09/04/2021,04/04/2021,shipped,26.17
82649745,99676840,28/12/2020,26/12/2020,pending,259.95
46424272,14572053,18/05/2023,17/05/2023,shipped,470.60
55177352,03370739,03/08/2022,01/08/2022,shipped,181.31
85483000,91184888,18/04/2020,16/04/2020,shipped,85.05
92749590,30335711,20/07/2023,18/07/2023,pending,32.32
37582027,72907996,26/01/2020,20/01/2020,cancelled,1162.11
33158884,66331926,07/11/2023,05/11/2023,pending,1218.57
64907029,53325976,09/11/2020,07/11/2020,cancelled,287.58
61491941,78486663,30/10/2021,29/10/2021,shipped,1564.71
40518613,48705167,11/05/2021,05/05/2021,cancelled,569.63
37582027,53458269,30/11/2023,25/11/2023,cancelled,1162.11
84786513,15641660,27/11/2022,21/11/2022,shipped,30.76
51247381,53353452,13/02/2023,07/02/2023,cancelled,2338.46
49350080,96199796,19/10/2023,16/10/2023,shipped,1668.51
47362229,52066576,01/04/2021,30/03/2021,pending,4049.68
47362229,61328710,20/04/2022,16/04/2022,pending,4049.68
70541202,05383807,13/11/2022,11/11/2022,shipped,161.70
21002612,80518629,29/03/2022,26/03/2022,pending,154.20
00441599,68789871,17/09/2022,11/09/2022,cancelled,266.46
69546043,53122294,04/07/2022,28/06/2022,shipped,402.41
78421295,52501557,23/09/2023,20/09/2023,pending,369.86
83229573,74349592,20/08/2023,14/08/2023,pending,130.00
06380631,08229724,16/04/2021,10/04/2021,cancelled,425.21
13653237,07121581,13/06/2022,10/06/2022,shipped,82.62
80407666,58847401,05/03/2023,01/03/2023,shipped,123.26
82703762,49006049,24/03/2022,23/03/2022,cancelled,201.15
28727156,80202193,18/03/2021,14/03/2021,pending,1731.88
75826635,80859859,20/11/2022,19/11/2022,cancelled,49.68
50313348,67803387,14/08/2022,09/08/2022,cancelled,1624.76
63334493,03362033,04/12/2020,03/12/2020,pending,285.00
15715192,18406008,11/02/2022,07/02/2022,shipped,368.72
82595833,10513549,25/09/2023,19/09/2023,pending,48.34
96437868,57819088,11/06/2022,10/06/2022,pending,1046.51
69803092,66223740,01/09/2020,26/08/2020,cancelled,91.72
04582921,48873105,25/11/2021,23/11/2021,shipped,2472.08
64919393,64041802,20/04/2023,14/04/2023,pending,205.60
54947246,77041531,19/09/2020,16/09/2020,pending,41.72
56000085,74156406,09/05/2023,03/05/2023,cancelled,1121.56
84363209,67803634,18/08/2023,14/08/2023,pending,232.56
96284245,97139069,28/07/2023,26/07/2023,cancelled,109.55
49601124,94833967,13/11/2023,09/11/2023,pending,57.87
68179406,03870475,15/08/2023,12/08/2023,shipped,81.15
13686925,77030687,10/11/2020,05/11/2020,cancelled,483.78
43709607,00017434,05/06/2020,04/06/2020,shipped,2496.18
90562552,30465295,05/02/2023,04/02/2023,cancelled,266.10
40221212,25065173,21/03/2022,15/03/2022,cancelled,74.52
60450401,47875739,16/02/2021,11/02/2021,shipped,5337.33
51247381,05953029,22/04/2022,19/04/2022,cancelled,2338.46
94154612,68585184,19/12/2021,15/12/2021,cancelled,183.44
61926915,00058582,22/02/2021,18/02/2021,pending,81.10
84935806,05197379,18/11/2021,14/11/2021,pending,128.19
33836817,43701946,18/03/2022,13/03/2022,shipped,193.44
72402507,80269158,11/10/2021,10/10/2021,pending,254.76
68832251,51941813,21/08/2023,15/08/2023,pending,2474.58
36581301,82336270,12/11/2020,06/11/2020,cancelled,261.24
38173835,56800472,21/04/2023,19/04/2023,cancelled,1408.99
48193677,79060121,28/07/2022,27/07/2022,shipped,66.25
99449578,83802123,10/11/2023,05/11/2023,shipped,121.16
04805413,30604821,21/10/2023,19/10/2023,pending,73.39
05540831,08414176,17/06/2020,16/06/2020,pending,114.72
31950033,93137596,16/07/2023,12/07/2023,cancelled,143.07
92280837,35648243,28/04/2021,24/04/2021,pending,165.96
25414824,69524245,01/04/2022,30/03/2022,shipped,295.08
41391087,90241182,10/03/2022,05/03/2022,cancelled,49.96
28928855,54011201,06/05/2021,02/05/2021,shipped,174.91
08288765,45098592,26/11/2020,23/11/2020,cancelled,191.70
03679503,87393993,05/11/2021,30/10/2021,cancelled,571.16
80766637,44638534,07/05/2020,02/05/2020,pending,177.08
75873177,45986351,31/10/2020,30/10/2020,pending,336.94
09368192,24362226,07/05/2021,01/05/2021,cancelled,2792.80
74506627,58685149,02/03/2023,26/02/2023,pending,398.53
06761466,10666273,07/09/2022,05/09/2022,cancelled,1795.56
32711765,45840261,05/01/2020,03/01/2020,pending,127.84
82649745,06974773,28/04/2021,25/04/2021,pending,259.95
42825029,49854948,25/02/2021,23/02/2021,cancelled,2759.01
47861699,99082687,28/04/2022,22/04/2022,cancelled,7.73
03164532,35037884,30/01/2023,24/01/2023,shipped,111.34
74090856,91298134,29/03/2022,24/03/2022,shipped,402.18
14952991,98960043,23/07/2020,20/07/2020,cancelled,1794.06
61786589,76245723,11/03/2021,10/03/2021,cancelled,44.85
94440522,37289067,09/05/2022,07/05/2022,cancelled,380.48
02772585,31546726,21/12/2020,15/12/2020,pending,1714.60
69829529,48983798,11/07/2023,09/07/2023,pending,66.25
75873177,67980290,24/03/2021,22/03/2021,pending,336.94
47790161,96895492,24/03/2020,21/03/2020,shipped,111.88
99512381,25541356,24/10/2021,23/10/2021,shipped,88.91
56506589,21651802,02/05/2020,27/04/2020,shipped,1827.57
64535260,41837107,13/05/2023,11/05/2023,pending,31.73
89366076,02643483,02/08/2023,29/07/2023,shipped,2099.82
37292606,64297033,12/01/2022,11/01/2022,shipped,1167.80
65388530,00670684,10/09/2023,09/09/2023,shipped,252.85
14977194,95132708,12/01/2022,09/01/2022,shipped,44.85
77532232,48360283,01/10/2022,27/09/2022,shipped,1231.57
